,news_headline,news_article,news_category
85,"Phase 3 protocols changed for Covaxin, govt must clarify: Jairam Ramesh","Congress MP and former Union Minister Jairam Ramesh on Sunday said that ""internationally-accepted protocols relating to phase 3 trials are being modified for Covaxin"", which has been approved for emergency use. He said Health Minister should issue a clarification on the same. Health Ministry should give ""cogent reasons"" for ""dispensing with mandatory protocols"", said Congress leader Anand Sharma.",politics
86,"Odisha Minister Pratap Jena among 13 booked for murder of BJP leader, aide","The Odisha police has registered a case against 13 people, including state Law Minister Pratap Jena, after 75-year-old BJP leader Kulamani Baral and his associate were hacked to death in Cuttack district. The case was registered on the basis of a complaint by Baral's son, who alleged that his father was killed at the behest of Jena. ",politics
87,BJP MP Pragya Thakur appears in court in Malegaon blast case,"BJP MP Pragya Thakur, one of the seven accused in the 2008 Malegaon blast case, on Monday appeared before the special court of the National Investigation Agency (NIA) in Mumbai. The court, however, adjourned the hearing for Tuesday and asked her to be present in court whenever required after she sought exemption from daily appearance on health and security grounds.",politics
88,"Shoes hurled at Vijayvargiya, Mukul Roy's vehicles during BJP roadshow","Shoes were hurled at the vehicles of BJP leaders Kailash Vijayvargiya and Mukul Roy on Monday when they had gone for a roadshow in Kolkata's Watganj area. The roadshow had to be shortened after police denied permission for it. ""Some TMC workers hurled shoes and stones at us. Our workers showed restraint,"" Vijayvargiya claimed.",politics
89,Sourav Ganguly was under 'pressure' to join politics: CPI(M) leader,"Senior CPI(M) leader Asok Narayan Bhattacharya has said some people ""wanted to use [BCCI President] Sourav Ganguly politically"", which ""probably exerted pressure on him"". ""He should be known as Sourav the sporting icon,"" Bhattacharya, who is Ganguly's longtime family friend, further said. ""I had told Sourav last week he shouldn't join politics and he didn't oppose my views,"" he added.",politics
90,My supporters will never allow Stalin to become TN CM: MK Alagiri,"Former DMK leader MK Alagiri said incumbent DMK chief and his younger brother MK Stalin can ""never become Tamil Nadu's Chief Minister"". ""My supporters won't allow you,"" Alagiri, who was expelled from DMK seven years before over alleged anti-party activities, added. He further said, ""I can't tell if I'm starting a party or not...and whether it'll be soon or later.""",politics
91,Former Maharashtra minister Vilas Patil Undalkar dies at 82,"Maharashtra's former minister Vilas Patil Undalkar passed away aged 82 in Satara on Monday. He reportedly died after following a brief illness. Popularly known as kaka, Undalkar won from Karad South Assembly seat seven times till 2014. Ajit Pawar said that Undalkar will be remembered for his ""vital contribution to the development of rural Maharashtra"". ",politics
92,Shiv Sena leader survives after being shot at in Mumbai,"Shiv Sena's shakha pramukh from Mumbai's Bhiwandi, Deepak Mhatre, was shot at by bike-borne assailants on Saturday night. Mhatre, shot outside his residence, has survived the attack. The police said, ""There is suspicion that the attack may be linked to the upcoming gram panchayat elections in the area as Mhatre is one of the hopeful aspirants in the race.""",politics
93,Bill to terminate Pak as major non-NATO ally introduced in US Cong,Republican Congressman Andy Biggs has introduced a bill in the US Congress to terminate Pakistan's designation as a major non-NATO ally. The status allows benefits like access to excess US defence supplies and participation in defence research and development projects. Pakistan was named a major non-NATO during the Bush Administration in 2004.,politics
94,"TDP leader murdered in Andhra Pradesh, 2nd such killing in a week","Telugu Desam Party (TDP) leader Puramsetti Ankulu was allegedly murdered in Andhra Pradesh's Guntur district on Sunday night. His body was found at an under-construction apartment complex. A TDP leader alleged that it was a ""cold-blooded murder"" by Yuvajana Sramika Rythu Congress (YSRC) party. Another TDP leader Nandam Subbaiah was killed in Proddatur last week.",politics
95,Owaisi visits Bengal to meet Muslim cleric ahead of assembly polls,"AIMIM's chief Asaduddin Owaisi on Sunday visited West Bengal and reportedly held discussions on upcoming assembly polls with prominent Muslim cleric Abbas Siddiqui. AIMIM State Secretary Zameerul Hassan said, ""Owaisi wanted to keep the meeting a secret as we were apprehensive that the TMC government would stop him...From Kolkata airport, he went straight to Hooghly to meet Abbas Siddiqui.""",politics
96,AAP to contest all seats in upcoming Gujarat local body elections,"AAP on Sunday said that it will contest all seats in Gujarat's upcoming local body elections. AAP MLA Atishi released the first list of 504 candidates for the elections, likely to be held in February. ""Not just the local bodies' polls, but AAP will also contest the Vidhan Sabha elections in Gujarat as well as other polls,"" she said.",politics
97,BJP leader Krishnendu Mukherjee's car shot at in Bengal's Asansol,"Bengal BJP leader Krishnendu Mukherjee's car was allegedly shot at while he was returning from Kolkata to Asansol. ""Three unidentified persons, suspected to be TMC goons, stopped my car near my house and tried to open doors. When they failed to do it, they opened fire,"" Mukherjee said. However, TMC said the incident might be fallout of Mukherjee's old rivalries.",politics
98,I appeal to Centre to accept all demands of farmers: Delhi CM,"Delhi CM Arvind Kejriwal on Monday said, ""I appeal to the Centre to accept all...demands of the farmers and repeal the three black farm laws."" ""Salute to the resolve of the farmers staying firm on the roads despite rains and cold,"" he added. The seventh round of talks between the Centre and farmers' representatives took place on Monday.",politics
99,Baseless and false: Owaisi on TMC calling AIMIM 'B-team of BJP',"AIMIM chief Asaduddin Owaisi slammed Trinamool Congress (TMC) for calling his party the ""B-team of BJP"", and said such accusations are ""baseless and false"". Speaking to the media after meeting a prominent Muslim cleric in West Bengal, he added, ""We did not contest the Lok Sabha elections in 2019. Then how come BJP won 18 seats in Bengal?""",politics
100,"FIR against Sohail, Arbaaz for going home instead of quarantining in Mumbai hotel","An FIR has been filed against Sohail Khan, his son Nirvaan and Arbaaz Khan for violating COVID-19 norms, the Brihanmumbai Municipal Corporation (BMC) said. ""They returned from Dubai on December 25 and were asked to remain in quarantine in a hotel but they went home,"" it added. They gave a false undertaking to quarantine themselves at Hotel Taj Lands End.",entertainment
