,news_headline,news_article,news_category
85,SC order on farm laws resounding moral defeat for Centre: Badal,"Shiromani Akali Dal President Sukhbir Singh Badal has said that Supreme Court's order of staying the implementation of the farm laws is a ""resounding moral defeat"" for the BJP-led government. However, the committee formed by the SC is a ""joke and unacceptable"", he added. Badal further said, Akali Dal objects to Centre's allegation that Khalistani elements have infiltrated the protest.",politics
86,Cong always abused patriots: Pragya on Digvijaya calling Godse 'terrorist',"After Congress leader Digvijaya Singh called Mahatma Gandhi's assassin Nathuram Godse ""first terrorist"", BJP MP Pragya Thakur said, ""Congress has always abused the patriots."" She added, ""He has said 'Bhagwa aatank' (Saffron terror), what can be worse than this?"" Singh's remark came after Hindu Mahasabha opened a study centre dedicated to Godse in MP's Gwalior. ",politics
87,"Will help BJP win in Bengal, UP: Sakshi Maharaj takes a dig at Owaisi","BJP MP Sakshi Maharaj on Wednesday took a dig at AIMIM Chief Asaduddin Owaisi and said that he helped the party in Bihar polls and will also help them win assembly elections in two major states. ""May God give him [Owaisi] strength. He helped us in Bihar and will help in Uttar Pradesh and...in West Bengal too,"" he stated. 

",politics
88,"Mark my words, Centre will be forced to repeal farm laws: Rahul","Congress leader Rahul Gandhi on Thursday alleged that the government is ""conspiring to destroy"" farmers and wants to give what belongs to them to ""two-three of their friends"". ""Mark my words...these laws...the government will be forced to take them back. Remember what I said,"" he added. Rahul further said that he is proud of what the farmers are doing.",politics
89,"60 farmer deaths don't embarrass Centre, tractor rally does: Rahul","Congress leader Rahul Gandhi on Wednesday said the death of over 60 people amid the farmers' protest ""is not an embarrassment for the Centre but a tractor rally is"". This comes after the Centre submitted an affidavit in the Supreme Court which said that the march which seeks to disrupt Republic Day celebrations ""will cause an embarrassment to the nation"".",politics
90,"BJP without Raje, Cong without Gehlot can't be imagined in Raj: Cong MLA","Congress MLA and Rajasthan's Industry Minister, Parsadi Lal Meena, has said that BJP without Vasundhara Raje is ""zero"" and Congress can't be ""imagined"" without Ashok Gehlot in the state. ""They [Raje, Gehlot] have their own popularity...which cannot be snatched away from them. Neither Kirodi Lal Meena nor Sachin Pilot can have much impact,"" he added.  ",politics
91,"BJP's Faridkot district chief resigns, joins Akali Dal","Vijay Chhabra, the BJP president of Punjab's Faridkot district, quit the party on Wednesday to join the Shiromani Akali Dal (SAD) in the presence of SAD chief Sukhbir Singh Badal. Chhabra said, ""I have quit the party to express my support to farmers and Punjabiyat."" He quit the BJP ahead of the municipal polls in Punjab.",politics
92,Ask high command: K'taka CM to BJP MLAs discontent over cabinet expansion,"Karnataka CM BS Yediyurappa on Thursday said that BJP leaders, who are airing their discontent about missing out on a cabinet berth, to take up the matter with the national leadership. Earlier, some BJP leaders had accused the CM of including only those in his cabinet, who had ""blackmailed"" him or were in his inner circle.",politics
93,"AK Sharma, Gujarat cadre IAS officer who took VRS, joins BJP","Former Gujarat cadre IAS officer Arvind Kumar Sharma, on Thursday joined BJP in Uttar Pradesh, days after he took voluntary retirement. Sharma served as the secretary in the MSME Ministry in the Modi government after his six-year-long stint at the Prime Minister's Office. ""I will always remain grateful to PM Modi,"" AK Sharma said after joining BJP.",politics
94,Cong called Jallikattu cruel: BJP leader on Rahul's TN visit for event,"Commenting on Congress leader Rahul Gandhi's visit to Madurai, BJP leader CT Ravi said that Congress in 2011 wanted to ban Jallikattu, and today he is in Tamil Nadu to watch Jallikattu. ""Your Govt in 2011 labelled Jallikattu as cruel & barbaric,"" Ravi said. Gandhi had said he will witness Jallikattu to lend 'moral support' to protesting farmers in Delhi.",politics
95,"Cong workers fight, hurl chairs at each other over Bihar poll loss","Congress workers in Patna clashed and hurled chairs at each other in the presence of newly appointed Bihar AICC in-charge Bhakta Charan Das. The workers were reportedly angry over the party's performance in recently concluded Bihar elections and alleged that tickets were sold by the senior leaders, leading to party's loss in the state. ",politics
96,Akhilesh stopped me from visiting UP 12 times when he was CM: Owaisi,"All India Majlis-e-Ittehadul Muslimeen (AIMIM) chief Asaduddin Owaisi on Tuesday said that he was prevented by Samajwadi Party president Akhilesh Yadav from coming to Uttar Pradesh 12 times when Yadav was the Chief Minister. ""[Suheldev Bhartiya Samaj Party (SBSP) president Om Prakash] Rajbhar is my friend and we will show our strength in UP now,"" Owaisi stated.",politics
97,Don't hold pro-farm laws events: Amit Shah to H'yana govt after Karnal violence,"Union Home Minister Amit Shah has asked the Haryana government to refrain from holding pro-farm laws events or outreach programmes in the state until further notice, according to state Education Minister Kanwar Pal. Earlier, Haryana CM Manohar Lal Khattar's event, 'Kisan Mahapanchayat', was cancelled as protesting farmers had vandalised the venue in Karnal on Sunday.",politics
98,Govt misled SC and people of India on 3 farm laws: Congress,Congress leader Abhishek Manu Singhvi has said that the Centre has misled the Supreme Court and people of India regarding the pre-legislative consultations with various stakeholders on the three farm laws. Singhvi added that this amounted to contempt of court after a response to an RTI query made it clear that no consultations were held before enacting the farm laws. ,politics
99,"Gullak new season is here, streaming exclusively on SonyLIV","Gullak Season 2 is about the Mishra family and exploring the flavours of small-town life in India. The family drama depicts the lives of Santosh & Shanti Mishra and their sons Annu and Aman. It's ""a piggybank of heart-warming anecdotes"" wrote India Today while it has received acclaim for its ""sharp writing and top-notch performances"" from The Quint.",entertainment
100,Armie Hammer drops out of film over chats where he allegedly talked about cannibalism,"Actor Armie Hammer has addressed recent text messages shared online, in which he allegedly told a woman he's ""100% a cannibal"" and desired to ""drink [her] blood"". He also announced that he's stepping down from 'Shotgun Wedding'. He said, according to Variety, ""I'm not responding to...b******t claims but in light of...vicious...online attacks, I cannot...leave my children...to shoot a film.""",entertainment
